id_venda;cod_cliente;Des_Cliente;cod_produto;nom_produto;cod_marca;des_marca;Ano_venda;Mês_venda;Dia_venda;dtc_venda;qtd_venda;val_venda;num_nota
4,995;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,015;4;19;19/04/2015;2;2125.99;2
5,024;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,014;8;10;10/08/2014;1;2125.99;685
5,056;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,014;11;7;07/11/2014;2;2125.99;981
5,077;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,014;12;9;09/12/2014;1;2125.99;1,450
5,083;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,014;10;2;02/10/2014;1;2125.99;1,133
5,118;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,015;3;21;21/03/2015;2;2125.99;321
6,300;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,015;8;21;21/08/2015;3;2125.99;579
6,308;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,014;8;26;26/08/2014;2;2125.99;537
6,328;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,015;4;21;21/04/2015;2;2125.99;1,132
6,626;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,015;6;28;28/06/2015;3;2125.99;289
6,985;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,014;12;9;09/12/2014;3;2125.99;1,010
6,999;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,014;8;10;10/08/2014;3;2125.99;339
7,125;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,014;2;10;10/02/2014;2;2125.99;284
7,226;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,015;3;2;02/03/2015;3;2125.99;121
7,232;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,015;12;13;13/12/2015;2;2125.99;1,119
7,247;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,014;7;10;10/07/2014;2;2125.99;527
7,423;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,015;10;2;02/10/2015;2;2125.99;507
7,520;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,014;7;24;24/07/2014;2;2125.99;1,261
7,571;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,015;6;4;04/06/2015;2;2125.99;46
7,642;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,014;8;16;16/08/2014;2;2125.99;958
7,842;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,014;6;5;05/06/2014;1;2125.99;1,384
7,975;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,015;3;20;20/03/2015;3;2125.99;238
8,222;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,015;8;21;21/08/2015;2;2125.99;277
8,441;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,015;3;17;17/03/2015;1;2125.99;1,301
8,458;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,015;6;23;23/06/2015;3;2125.99;1,094
8,545;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,015;9;25;25/09/2015;3;2125.99;623
8,748;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,015;5;5;05/05/2015;3;2125.99;1,378
8,754;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,015;4;18;18/04/2015;1;2125.99;1,394
8,818;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,014;2;10;10/02/2014;3;2125.99;606
8,843;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,015;9;21;21/09/2015;1;2125.99;1,325
8,919;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,015;2;2;02/02/2015;1;2125.99;923
9,051;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,014;5;25;25/05/2014;2;2125.99;1,176
9,404;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,015;10;7;07/10/2015;2;2125.99;1,164
9,532;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,015;12;16;16/12/2015;3;2125.99;595
9,879;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,014;9;4;04/09/2014;1;2125.99;1,270
10,109;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,014;5;11;11/05/2014;3;2125.99;278
10,222;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,015;8;9;09/08/2015;1;2125.99;1,443
10,388;3;RENATO RUSSO;5;COMPUTADOR;4;IBM;2,014;9;22;22/09/2014;2;2125.99;1,141
34;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;2;4;04/02/2015;2;2125.99;836
123;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;11;17;17/11/2015;2;2125.99;214
229;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;3;7;07/03/2014;2;2125.99;381
303;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;12;19;19/12/2014;3;2125.99;1,159
500;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;4;19;19/04/2014;2;2125.99;865
508;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;3;8;08/03/2015;1;2125.99;402
524;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;6;11;11/06/2015;1;2125.99;199
619;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;11;9;09/11/2015;2;2125.99;741
960;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;1;23;23/01/2015;1;2125.99;960
967;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;7;1;01/07/2014;1;2125.99;1,270
1,066;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;9;18;18/09/2015;2;2125.99;1,132
1,235;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;2;14;14/02/2015;3;2125.99;540
1,391;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;7;1;01/07/2015;1;2125.99;455
1,452;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;12;12;12/12/2014;1;2125.99;1,336
1,523;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;9;18;18/09/2015;2;2125.99;1,118
1,530;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;6;20;20/06/2014;1;2125.99;424
1,788;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;12;27;27/12/2015;2;2125.99;606
1,862;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;9;16;16/09/2014;2;2125.99;1,034
1,941;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;8;25;25/08/2015;2;2125.99;1,318
2,195;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;4;22;22/04/2014;2;2125.99;1,259
2,216;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;7;27;27/07/2015;3;2125.99;263
2,441;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;1;17;17/01/2015;1;2125.99;907
2,483;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;10;4;04/10/2014;3;2125.99;603
2,731;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;1;20;20/01/2014;1;2125.99;1,218
2,748;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;3;20;20/03/2014;3;2125.99;1,025
2,755;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;5;24;24/05/2014;1;2125.99;1,481
2,822;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;4;15;15/04/2014;3;2125.99;538
3,129;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;3;26;26/03/2015;2;2125.99;805
3,400;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;8;9;09/08/2014;3;2125.99;444
3,523;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;9;10;10/09/2015;3;2125.99;1,242
3,711;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;10;24;24/10/2015;1;2125.99;1,193
3,793;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;4;19;19/04/2014;3;2125.99;931
3,983;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;5;24;24/05/2014;3;2125.99;633
4,022;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;10;6;06/10/2014;2;2125.99;1,096
4,133;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;7;7;07/07/2015;1;2125.99;1,361
4,342;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;7;1;01/07/2014;3;2125.99;136
4,481;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;6;11;11/06/2014;3;2125.99;185
4,853;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;1;22;22/01/2015;2;2125.99;1,021
4,867;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;4;8;08/04/2015;2;2125.99;356
5,110;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;3;25;25/03/2015;1;2125.99;666
5,155;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;12;11;11/12/2015;1;2125.99;403
5,157;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;7;9;09/07/2015;1;2125.99;1,113
5,673;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;1;20;20/01/2014;2;2125.99;1,365
5,829;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;12;1;01/12/2014;3;2125.99;83
6,508;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;12;11;11/12/2014;3;2125.99;819
6,534;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;9;3;03/09/2014;2;2125.99;305
6,598;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;3;2;02/03/2015;1;2125.99;932
6,643;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;2;16;16/02/2015;3;2125.99;1,078
6,711;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;5;6;06/05/2014;1;2125.99;100
6,765;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;7;16;16/07/2015;1;2125.99;806
6,825;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;7;20;20/07/2015;1;2125.99;1,449
7,057;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;6;14;14/06/2014;2;2125.99;472
7,108;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;10;24;24/10/2014;2;2125.99;1,384
7,200;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;4;23;23/04/2014;3;2125.99;1,277
7,211;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;1;7;07/01/2015;1;2125.99;1,139
7,350;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;10;19;19/10/2014;1;2125.99;150
7,489;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;9;10;10/09/2014;1;2125.99;730
7,499;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;12;12;12/12/2014;1;2125.99;928
7,560;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;9;12;12/09/2014;2;2125.99;237
7,865;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;10;7;07/10/2015;2;2125.99;96
7,910;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;11;8;08/11/2014;2;2125.99;451
7,949;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;6;21;21/06/2014;3;2125.99;1,496
7,996;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;9;15;15/09/2015;2;2125.99;525
8,067;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;10;28;28/10/2014;3;2125.99;701
8,100;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;8;5;05/08/2015;2;2125.99;216
8,106;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;9;1;01/09/2014;2;2125.99;610
8,121;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;4;3;03/04/2014;3;2125.99;901
8,165;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;1;28;28/01/2014;1;2125.99;789
8,333;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;3;3;03/03/2014;3;2125.99;438
8,534;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;11;9;09/11/2015;1;2125.99;1,257
8,776;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;3;28;28/03/2014;2;2125.99;272
8,947;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;11;3;03/11/2014;2;2125.99;1,430
9,043;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;12;9;09/12/2014;3;2125.99;994
9,296;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;10;21;21/10/2015;2;2125.99;527
9,395;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;7;25;25/07/2014;1;2125.99;1,026
9,433;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;10;6;06/10/2015;1;2125.99;1,024
9,523;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;2;3;03/02/2015;1;2125.99;1,017
9,609;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;10;12;12/10/2015;3;2125.99;214
9,887;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;2;17;17/02/2014;3;2125.99;143
9,895;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;8;22;22/08/2015;1;2125.99;1,470
9,900;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;3;1;01/03/2014;1;2125.99;1,348
9,911;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;5;4;04/05/2014;3;2125.99;153
9,915;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;12;5;05/12/2014;2;2125.99;677
9,918;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;8;9;09/08/2015;3;2125.99;254
9,997;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;4;8;08/04/2015;3;2125.99;266
10,127;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,014;11;11;11/11/2014;3;2125.99;339
10,202;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;7;26;26/07/2015;1;2125.99;768
10,260;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;5;9;09/05/2015;1;2125.99;1,422
10,368;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;9;27;27/09/2015;1;2125.99;1,428
10,517;4;TOM JOBIM;5;COMPUTADOR;4;IBM;2,015;4;4;04/04/2015;1;2125.99;555
41;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;9;9;09/09/2014;3;2125.99;54
154;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;8;19;19/08/2014;2;2125.99;1,059
249;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;9;20;20/09/2014;3;2125.99;364
469;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,015;1;7;07/01/2015;3;2125.99;1,088
717;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,015;8;8;08/08/2015;1;2125.99;662
961;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;5;6;06/05/2014;3;2125.99;21
966;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;11;28;28/11/2014;2;2125.99;438
1,202;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,015;6;17;17/06/2015;1;2125.99;320
1,498;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,015;3;8;08/03/2015;3;2125.99;650
1,602;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,015;1;19;19/01/2015;2;2125.99;1,128
1,605;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;3;10;10/03/2014;3;2125.99;615
2,012;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,015;10;11;11/10/2015;3;2125.99;370
2,136;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;12;11;11/12/2014;3;2125.99;615
2,208;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;3;4;04/03/2014;3;2125.99;496
2,355;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;5;6;06/05/2014;1;2125.99;1,282
2,413;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;1;9;09/01/2014;2;2125.99;387
2,476;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;7;21;21/07/2014;2;2125.99;1,281
2,533;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,015;8;15;15/08/2015;2;2125.99;904
2,603;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;3;9;09/03/2014;2;2125.99;754
2,834;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,015;1;27;27/01/2015;1;2125.99;329
2,985;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;9;28;28/09/2014;1;2125.99;404
3,101;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;2;12;12/02/2014;2;2125.99;529
3,237;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,015;8;19;19/08/2015;3;2125.99;585
3,247;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,015;11;25;25/11/2015;2;2125.99;1,193
3,266;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;2;6;06/02/2014;3;2125.99;734
3,343;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,015;7;25;25/07/2015;2;2125.99;160
3,345;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;3;14;14/03/2014;2;2125.99;862
3,414;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;7;17;17/07/2014;2;2125.99;504
3,518;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;2;18;18/02/2014;2;2125.99;1,486
3,783;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,015;2;1;01/02/2015;2;2125.99;893
3,910;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,015;1;7;07/01/2015;3;2125.99;1,132
3,956;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;8;25;25/08/2014;1;2125.99;1,300
4,083;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,015;9;22;22/09/2015;2;2125.99;1,134
4,105;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;1;6;06/01/2014;1;2125.99;1,362
4,449;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;2;26;26/02/2014;1;2125.99;903
4,486;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;12;13;13/12/2014;1;2125.99;299
4,671;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;2;26;26/02/2014;3;2125.99;502
4,693;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,015;12;3;03/12/2015;2;2125.99;1,449
4,888;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;11;25;25/11/2014;2;2125.99;42
5,408;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;9;8;08/09/2014;1;2125.99;941
5,690;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,015;7;6;06/07/2015;1;2125.99;1,191
5,700;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;6;3;03/06/2014;2;2125.99;617
5,956;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;7;9;09/07/2014;1;2125.99;1,136
5,996;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;3;16;16/03/2014;3;2125.99;1,228
6,267;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,015;7;27;27/07/2015;3;2125.99;841
6,806;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;11;5;05/11/2014;2;2125.99;852
6,905;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;4;2;02/04/2014;3;2125.99;1,135
6,909;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;7;9;09/07/2014;3;2125.99;265
7,204;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,015;11;3;03/11/2015;2;2125.99;621
7,388;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;11;26;26/11/2014;3;2125.99;879
7,416;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,015;10;11;11/10/2015;3;2125.99;1,090
7,536;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,015;11;9;09/11/2015;1;2125.99;1,129
7,771;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,015;9;4;04/09/2015;2;2125.99;1,221
8,104;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;12;10;10/12/2014;1;2125.99;250
8,138;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,015;1;4;04/01/2015;3;2125.99;441
8,454;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;7;19;19/07/2014;3;2125.99;347
8,540;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;4;6;06/04/2014;3;2125.99;1,001
8,605;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;4;9;09/04/2014;3;2125.99;309
9,095;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;1;25;25/01/2014;2;2125.99;1,163
9,610;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,015;10;12;12/10/2015;3;2125.99;1,010
10,336;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;7;23;23/07/2014;3;2125.99;603
10,414;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,014;1;12;12/01/2014;1;2125.99;585
10,480;5;EDSON ARANTES;5;COMPUTADOR;4;IBM;2,015;9;5;05/09/2015;3;2125.99;925
30;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;9;24;24/09/2015;1;2125.99;489
193;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,014;7;21;21/07/2014;2;2125.99;1,083
340;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,014;11;5;05/11/2014;3;2125.99;729
427;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;2;10;10/02/2015;3;2125.99;754
555;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;3;4;04/03/2015;2;2125.99;482
590;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;5;15;15/05/2015;3;2125.99;799
736;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;11;12;12/11/2015;2;2125.99;275
1,015;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;6;28;28/06/2015;1;2125.99;1,106
1,124;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,014;7;28;28/07/2014;2;2125.99;723
1,424;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;5;27;27/05/2015;1;2125.99;1,054
1,634;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,014;10;13;13/10/2014;1;2125.99;104
1,736;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;11;12;12/11/2015;2;2125.99;1,454
2,094;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;11;9;09/11/2015;2;2125.99;697
2,202;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;9;24;24/09/2015;3;2125.99;918
2,318;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,014;8;25;25/08/2014;1;2125.99;432
2,607;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,014;6;24;24/06/2014;1;2125.99;989
2,899;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;1;24;24/01/2015;3;2125.99;1,456
3,073;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,014;7;1;01/07/2014;3;2125.99;1,174
3,210;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;12;22;22/12/2015;1;2125.99;992
3,547;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;9;16;16/09/2015;2;2125.99;825
3,672;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,014;7;5;05/07/2014;1;2125.99;515
3,940;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,014;1;2;02/01/2014;2;2125.99;34
3,965;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,014;7;5;05/07/2014;1;2125.99;346
3,974;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;6;6;06/06/2015;1;2125.99;1,254
4,096;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;1;1;01/01/2015;1;2125.99;831
4,256;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;10;28;28/10/2015;3;2125.99;1,435
4,369;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;6;9;09/06/2015;2;2125.99;284
4,438;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,014;8;27;27/08/2014;1;2125.99;1,392
4,667;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,014;8;4;04/08/2014;3;2125.99;568
4,783;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;6;22;22/06/2015;3;2125.99;833
4,875;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;5;27;27/05/2015;1;2125.99;1,382
5,103;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;8;9;09/08/2015;3;2125.99;736
5,111;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,014;4;25;25/04/2014;3;2125.99;415
5,562;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;2;25;25/02/2015;3;2125.99;555
5,934;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,014;3;6;06/03/2014;2;2125.99;1,038
5,995;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,014;4;20;20/04/2014;3;2125.99;637
6,043;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;8;21;21/08/2015;2;2125.99;199
6,121;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,014;3;24;24/03/2014;2;2125.99;675
6,197;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;2;16;16/02/2015;2;2125.99;1,170
6,454;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,014;6;19;19/06/2014;1;2125.99;499
6,543;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,014;4;6;06/04/2014;2;2125.99;959
6,554;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,014;8;19;19/08/2014;1;2125.99;1,137
6,557;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,014;2;14;14/02/2014;3;2125.99;814
6,589;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;11;8;08/11/2015;2;2125.99;1,221
6,659;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,014;3;19;19/03/2014;1;2125.99;704
7,055;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,014;7;26;26/07/2014;1;2125.99;1,407
7,068;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,014;10;26;26/10/2014;1;2125.99;588
7,142;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;5;5;05/05/2015;3;2125.99;1,241
7,192;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;6;12;12/06/2015;1;2125.99;1,468
7,464;6;REGINALDO ROSSI;5;COMPUTADOR;4;IBM;2,015;8;7;07/08/2015;2;2125.99;1,204
